# csv2chart.title=Multiple Eval vs. Single Compile + Multiple Eval
n, Multi Eval, Compile Multi Eval
788, 4.328617400000001, 4.1411605
789, 4.4359559, 3.9111552000000005
790, 4.453378, 3.9770516999999996
791, 4.3842422, 4.064834299999999
792, 4.3621583, 3.9196095
793, 4.3820692, 4.0230367000000005
794, 4.4243015, 4.0315308000000005
795, 4.7845192, 3.9497528
796, 4.4211016999999995, 3.9925775000000003
797, 4.4697337, 4.4092101999999995
798, 5.2840754, 4.7745637
799, 5.3413594, 4.1887259
800, 4.628311699999999, 5.0224258
801, 4.637398, 4.0777529999999995
802, 4.5750968, 4.0087357
803, 5.3213693, 4.0701282999999995
804, 4.971265300000001, 4.7391266000000005
805, 5.0503172, 4.7443414
806, 7.095159, 4.751018
807, 4.9334182, 4.0852987
808, 5.4123918, 5.031946700000001
809, 4.6166969, 3.9388888
810, 4.4702078, 4.0953333
811, 4.384005, 4.092923300000001
812, 4.4531016, 4.0060887
813, 4.4462275, 4.0892888
814, 4.7068896, 4.1079752
815, 4.4700103, 4.5176152
816, 4.5280842, 4.5177734
817, 4.5466918, 4.2133383
818, 4.5090029000000005, 4.0975062
819, 4.5785734, 3.9875207
820, 4.6020005, 4.2231358
821, 4.515798, 4.027106
822, 4.5330622, 4.2461681
823, 4.5249239, 4.0327554
824, 4.6096252, 4.118088800000001
825, 4.5957981, 4.1069876
826, 4.5341684, 4.1422666999999995
827, 4.6092302, 4.2466816000000005
828, 4.8438575, 4.1500099
829, 4.5725685, 4.132350499999999
830, 4.6272846, 4.0419998
831, 4.5502078, 4.1912939
832, 4.8100008, 4.3296447
833, 4.526188100000001, 4.23001
834, 4.6641042, 4.064083800000001
835, 4.7120647, 4.148627100000001
836, 4.5577535, 4.2067406
837, 4.5915708, 4.1501284
838, 4.8218526, 4.2215951
839, 4.7720351999999995, 4.3678867
840, 4.5879363, 4.2057138
841, 4.7812402, 4.1276099
842, 4.6895068, 4.1548297
843, 4.668094399999999, 4.226138300000001
844, 4.7936453, 4.2292593
845, 4.7373094, 4.154908600000001
846, 4.6377931, 4.3416942
847, 4.806445200000001, 4.294168
848, 4.7173982, 4.1212888
849, 4.6770623, 4.3971607
850, 4.6875711, 4.6719265
851, 4.6422575, 4.125871500000001
852, 4.7315413, 4.1688939
853, 4.661892, 4.2070172
854, 4.739087, 4.2306421
855, 4.9596898000000005, 4.249052
856, 4.8223266, 4.3700991
857, 4.623255, 4.3261286
858, 4.6754428, 4.2515803
859, 4.6584945, 4.181733400000001
860, 4.710247600000001, 4.2963015
861, 4.6680154, 4.6712945
862, 4.7390873, 4.3660693
863, 4.7501884, 4.2253481
864, 4.6642622000000005, 4.1803111
865, 4.7340304, 4.1953628
866, 4.7742477, 4.3409039
867, 4.8070379, 4.297605
868, 4.6329735, 4.325457
869, 4.8291218, 4.2454966
870, 4.8241045, 4.341378000000001
871, 4.7422081, 4.2895459
872, 4.6903364000000005, 4.7344649
873, 4.786099500000001, 4.364489
874, 4.7373092, 4.2073731
875, 4.725102, 4.177861699999999
876, 4.729961, 4.3169235
877, 4.9861194, 4.3931313
878, 4.9524602, 4.3903262
879, 4.7425637, 4.4233534
880, 4.8143465, 4.252409999999999
881, 4.8081441, 4.6776155
882, 4.8401835, 4.4165584
883, 4.8741588, 4.9083318
884, 4.9117688, 4.4056546
885, 4.8547614, 4.271096399999999
886, 4.8216155, 4.3494373
887, 4.8160058, 4.6606673
888, 4.8265144, 4.8121341
889, 5.0395319, 4.3537039
890, 4.955541500000001, 4.3837681
891, 4.9145738, 4.2747706
892, 5.2538136, 4.3804497
893, 4.951828, 4.3470275
894, 5.1876407, 4.4922918
895, 5.0094282, 4.3300395
896, 5.2548011, 4.8226033
897, 4.9283219, 4.4412892
898, 4.9186822, 4.4343753999999995
899, 4.8941885, 4.8370231
900, 4.9552651, 4.4632152
901, 4.9289936, 4.3306322
902, 5.2222876, 4.5289138
903, 4.9545541, 4.6632353
904, 5.0355812, 5.1327666
905, 4.896361199999999, 4.4709978999999995
906, 4.9007466, 4.6298919
907, 5.2992063, 4.5415165
908, 4.9570428, 4.3915509
909, 5.5337151, 4.4824548
910, 5.3611916, 4.4687461
911, 5.0928654, 4.43722
912, 4.9233837000000005, 4.8481638
913, 5.3536853, 4.4090521
914, 4.922435699999999, 4.46203
915, 5.3427817, 4.5429386
916, 4.9534479, 4.4249335
917, 4.9124798, 4.5433733
918, 4.912993500000001, 4.401941
919, 4.8715513, 4.4068793
920, 5.0095072, 4.670662200000001
921, 5.0718480999999995, 4.6024746
922, 5.0523715000000005, 4.5339708000000005
923, 4.9662478, 4.4607658
924, 5.111275, 4.488104
925, 5.0607072, 4.6460895
926, 5.0569541000000005, 4.5330621
927, 5.1294875, 4.5092003
928, 5.0004995999999995, 4.5350771000000005
929, 4.9553838, 4.523778200000001
930, 5.2834826999999995, 4.70926
931, 5.060825899999999, 4.629062299999999
932, 5.1019518, 4.4947807
933, 5.0428109, 4.476410400000001
934, 5.068213500000001, 4.54203
935, 5.024638, 4.6767464
936, 5.2853, 4.5598871
937, 5.0106529, 4.6146028999999995
938, 5.048420800000001, 4.6991464
939, 4.9812601999999995, 4.5369731
940, 5.1015962, 4.6601140999999995
941, 5.2624259, 4.642218
942, 5.2891716, 4.5760844
943, 5.1049146, 4.5831561
944, 5.2355222, 4.5429783
945, 5.1005689, 4.5048547999999995
946, 5.3615864, 4.7485687
947, 5.3767173999999995, 4.6737043
948, 4.9794824, 4.5396201
949, 5.1540209, 4.7759464000000005
950, 5.2174285, 4.5350769
951, 5.0761544, 4.566603
952, 5.1489247, 4.9457047
953, 5.1728258, 4.6345537
954, 5.1617248, 4.761645
955, 5.1313048000000006, 4.7181094
956, 5.5044805, 4.6940105
957, 5.2779123, 4.5129536
958, 5.1034136, 4.7098525
959, 5.2482827, 4.7451711
960, 5.0972899, 4.6533586
961, 5.2120952, 4.7031363
962, 5.2730136000000005, 4.8515614
963, 5.3052112000000005, 4.7331612
964, 5.2387223, 4.7705736000000005
965, 5.1965691, 4.7693093
966, 5.4769054, 4.863057599999999
967, 5.2628607, 4.7187809000000005
968, 5.2976655, 4.728855
969, 5.3183273, 4.7003316
970, 5.245794, 4.773497
971, 5.3562534, 4.9936257
972, 5.2207468, 4.6409538
973, 5.5168064999999995, 4.7275514
974, 5.2387223, 4.6722822
975, 5.2456359, 4.7911959
976, 5.845379899999999, 4.9972996
977, 5.4075323, 5.0040552
978, 5.5824263, 4.8081439
979, 5.4110879, 4.8893689
980, 6.0551578, 4.8243021
981, 5.3844609, 4.973438
982, 5.439888, 5.0729938
983, 5.6920167, 4.9179713
984, 5.4193446000000005, 5.123166599999999
985, 5.6967573, 5.1482531
986, 5.552046, 5.0662777
987, 5.9081553, 5.4247175
988, 5.6654685, 4.8418824
989, 5.4176854, 5.126129499999999
990, 5.6662585, 4.9547911
991, 5.3933101, 4.7198082
992, 5.3785346, 5.4891917
993, 5.440204, 4.845674900000001
994, 5.4178039, 4.8893688
995, 5.9576566, 4.8981391
996, 5.3199471, 5.0284701
997, 6.1227922999999995, 4.8732898
998, 5.3621396, 5.0348703
999, 5.4252707000000004, 4.8786231
